gene,GO
UNC22.2.7.m.2274,GO:0008307
UNC22.3.7.m.20773,GO:0008307
UNC22.5.7.m.43551,GO:0008307
UNC22.7.7.m.54053,GO:0008307
LAMC1,GO:0061031
PLOD3,GO:0005788
PSMD2,GO:0005838
RCC1,GO:0005087
RL18A,GO:0006412
ROAA,GO:0005737
RS5,GO:0005654
S4A8,GO:0015701
SACS,GO:0030425
COR1B,GO:0008092
ZASP,GO:0005927
SPTCA.1.2.m.1905,GO:0005938
SPTCA.2.2.m.25615,GO:0005938
SYRC,GO:0017101
TBA3.2.9.m.9962,GO:0005525
TBA1,GO:0005525
TBA1A,GO:0005737
TBA3.1.1.m.5111,GO:0005737
TBB4,GO:0005737
TBB.1.1.m.40048,GO:0007017
TBB.1.7.m.12262,GO:0007017
TBB.7.7.m.63980,GO:0007017
TCPD,GO:0042470
UNC22.19.19.m.66288,GO:0008307
TITIN.8.19.m.35861,GO:0003300
TLN1,GO:0005576
TPP2,GO:0005737
U5S1,GO:0005681
VIGLN,GO:0008203
XRN2,GO:0006397
ZFR,GO:0005694
ABCE1,GO:0006413
THIM,GO:1902109
HTS,GO:0007282
KAD9.2.3.m.49697,GO:0006174
KAD9.3.3.m.63103,GO:0006174
ARP3,GO:0005911
AT2B3,GO:0006874
IDHP,GO:0006103
ARMC4,GO:0036158
GLSN,GO:0051538
PDC6I,GO:0005925
RS13,GO:1990932
EIF3D,GO:0016282
CRB,GO:0005886
CALX,GO:0042470
CRNS1,GO:0046872
CNDP2,GO:0016805
MLP,GO:0030197
TITIN.m.27774,GO:0005509
CROCC,GO:0005886
DYH7.2.3.m.32353,GO:0030286
DYH5.1.2.m.56799,GO:0007507
DYH5.2.2.m.61452,GO:0007507
DYH6,GO:0045503
DYH7.2.2.m.46648,GO:0005874
DYH1,GO:0007288
DYH2.1.1.m.28905,GO:0036156
DYHC,GO:0030286
EF2.4.5.m.30186,GO:0043022
EF2.5.5.m.39855,GO:0043022
FAS,GO:0004320
FLNA.2.6.m.11845,GO:0007616
FLNA.2.5.m.37450,GO:0005737
FLNA.3.5.m.38669,GO:0005737
FLNC,GO:0043034
HMCN1,GO:0007049
H90A1,GO:0007517
IDLC,GO:0045504
SODC,GO:0001975
ANM1,GO:0006479
ITB1.1.1.m.59423,GO:0016020
KCY,GO:0006207
KS6A3,GO:0005524
GRN,GO:0007165
TBB.1.1.m.57452,GO:0005874
PDCD5,GO:0008285
ASNS,GO:0045931
GLYC,GO:0035999
DYH10,GO:0030286
SDCB1,GO:0005856
PRP19,GO:0004842
TEKT1,GO:0060294
SPTCB,GO:0007026
SPTN5,GO:0006888
CALR.1.3.m.35108,GO:0051082
CALR.2.3.m.36820,GO:0051082
NXN,GO:0045454
DMBT1,GO:0006898
FAT4.1.1.m.65727,GO:0007009
LAMA,GO:0016321
SYNE1.1.2.m.37063,GO:0005640
SYNE1.2.2.m.54514,GO:0005640
CMC,GO:0015810
ATPD,GO:0015986
DYH2.1.2.m.24785,GO:0036156
AMY1,GO:0031404
ITB1.1.1.m.21821,GO:0016020
ITIH4.1.1.m.39811,GO:0030212
MATN1,GO:0030500
FAT4.1.1.m.34344,GO:0007009
MYO15,GO:0007626
PPIB,GO:0042470
SNO1,GO:0051289
PAN2,GO:0010606
PDIA1,GO:0006457
PGBM,GO:0005604
UNC22.2.7.m.2274,GO:0008344
UNC22.3.7.m.20773,GO:0008344
UNC22.5.7.m.43551,GO:0008344
UNC22.7.7.m.54053,GO:0008344
LAMC1,GO:0070831
PLOD3,GO:0005789
PSMD2,GO:0008540
RCC1,GO:0005634
RL18A,GO:0006413
ROAA,GO:0043565
RS5,GO:0005829
S4A8,GO:0016020
SACS,GO:0030544
COR1B,GO:0016477
ZASP,GO:0015629
SPTCA.1.2.m.1905,GO:0007009
SPTCA.2.2.m.25615,GO:0007009
TBA3.2.9.m.9962,GO:0005737
TBA1,GO:0005634
TBA1A,GO:0005874
TBA3.1.1.m.5111,GO:0005874
TBB4,GO:0005874
TCPD,GO:0051082
UNC22.19.19.m.66288,GO:0008344
TITIN.8.19.m.35861,GO:0004674
TLN1,GO:0005829
TPP2,GO:0005829
U5S1,GO:0005829
VIGLN,GO:0008289
XRN2,GO:0007283
ZFR,GO:0005737
ABCE1,GO:0006415
HTS,GO:0007294
KAD9.2.3.m.49697,GO:0006186
KAD9.3.3.m.63103,GO:0006186
ARP3,GO:0007163
AT2B3,GO:0015085
IDHP,GO:0051287
ARMC4,GO:0097546
GLSN,GO:0097054
PDC6I,GO:0006915
EIF3D,GO:0033290
CRB,GO:0007163
CALX,GO:0048488
CRNS1,GO:0047730
CNDP2,GO:0046872
TITIN.m.27774,GO:0005516
CROCC,GO:0007098
DYH7.2.3.m.32353,GO:0036156
DYH5.1.2.m.56799,GO:0008569
DYH5.2.2.m.61452,GO:0008569
DYH6,GO:0045505
DYH7.2.2.m.46648,GO:0005929
DYH1,GO:0008569
DYH2.1.1.m.28905,GO:0045503
DYHC,GO:0031514
EF2.4.5.m.30186,GO:0050829
EF2.5.5.m.39855,GO:0050829
FAS,GO:0005623
FLNA.2.6.m.11845,GO:0008045
FLNA.2.5.m.37450,GO:0005829
FLNA.3.5.m.38669,GO:0005829
FLNC,GO:0048747
HMCN1,GO:0007156
H90A1,GO:0009408
SODC,GO:0002262
ANM1,GO:0007552
ITB1.1.1.m.59423,GO:0030027
KCY,GO:0006221
KS6A3,GO:0005654
GRN,GO:0008083
TBB.1.1.m.57452,GO:0007017
PDCD5,GO:0010628
ASNS,GO:0070981
GLYC,GO:0046653
DYH10,GO:0045503
SDCB1,GO:0005886
PRP19,GO:0005634
SPTCB,GO:0007274
SPTN5,GO:0007030
NXN,GO:0047134
DMBT1,GO:0007275
FAT4.1.1.m.65727,GO:0007156
LAMA,GO:0030054
SYNE1.1.2.m.37063,GO:0005654
SYNE1.2.2.m.54514,GO:0005654
CMC,GO:0015813
ATPD,GO:0044877
DYH2.1.2.m.24785,GO:0045503
AMY1,GO:0103025
ITB1.1.1.m.21821,GO:0030027
ITIH4.1.1.m.39811,GO:0031089
MATN1,GO:0031012
FAT4.1.1.m.34344,GO:0007156
MYO15,GO:0016459
PPIB,GO:0051082
SNO1,GO:0055114
PAN2,GO:0031251
PDIA1,GO:0009897
PGBM,GO:0005615
UNC22.2.7.m.2274,GO:0018105
UNC22.3.7.m.20773,GO:0018105
UNC22.5.7.m.43551,GO:0018105
UNC22.7.7.m.54053,GO:0018105
LAMC1,GO:0085029
PLOD3,GO:0005791
PSMD2,GO:0016020
RCC1,GO:0005654
RL18A,GO:0006614
ROAA,GO:0045893
RS5,GO:0005925
S4A8,GO:0032809
SACS,GO:0051087
COR1B,GO:0030027
ZASP,GO:0016323
SPTCA.1.2.m.1905,GO:0007026
SPTCA.2.2.m.25615,GO:0007026
TBA3.2.9.m.9962,GO:0005874
TBA1,GO:0005737
TBA1A,GO:0005881
TBA3.1.1.m.5111,GO:0007017
TBB4,GO:0005879
UNC22.19.19.m.66288,GO:0018105
TITIN.8.19.m.35861,GO:0004713
TLN1,GO:0005856
TPP2,GO:0006508
U5S1,GO:0006397
VIGLN,GO:0034364
XRN2,GO:0008409
ZFR,GO:0007275
ABCE1,GO:0016887
HTS,GO:0007411
KAD9.2.3.m.49697,GO:0006756
KAD9.3.3.m.63103,GO:0006756
ARP3,GO:0008356
AT2B3,GO:0030165
PDC6I,GO:0010824
EIF3D,GO:0098808
CRB,GO:0007391
CALX,GO:0051082
CRNS1,GO:0102102
CNDP2,GO:0102008
TITIN.m.27774,GO:0005524
CROCC,GO:0008104
DYH7.2.3.m.32353,GO:0036159
DYH5.1.2.m.56799,GO:0021670
DYH5.2.2.m.61452,GO:0021670
DYH6,GO:0051959
DYH7.2.2.m.46648,GO:0007018
DYH1,GO:0030286
DYH2.1.1.m.28905,GO:0045505
EF2.4.5.m.30186,GO:1990904
EF2.5.5.m.39855,GO:1990904
FAS,GO:0006089
FLNA.2.6.m.11845,GO:0008104
FLNA.2.5.m.37450,GO:0005884
FLNA.3.5.m.38669,GO:0005884
FLNC,GO:0051015
HMCN1,GO:0007157
H90A1,GO:0009986
SODC,GO:0004784
ANM1,GO:0008170
ITB1.1.1.m.59423,GO:0031623
KCY,GO:0009041
KS6A3,GO:0005829
GRN,GO:0035578
PDCD5,GO:0010698
GLYC,GO:0051289
DYH10,GO:0045505
SDCB1,GO:0005895
PRP19,GO:0005662
SPTCB,GO:0007399
SPTN5,GO:0007041
NXN,GO:0072358
DMBT1,GO:0008329
FAT4.1.1.m.65727,GO:0007157
LAMA,GO:0030155
SYNE1.1.2.m.37063,GO:0005730
SYNE1.2.2.m.54514,GO:0005730
CMC,GO:0016021
ATPD,GO:0045259
DYH2.1.2.m.24785,GO:0045505
ITB1.1.1.m.21821,GO:0031623
ITIH4.1.1.m.39811,GO:0034097
MATN1,GO:0062023
FAT4.1.1.m.34344,GO:0007157
MYO15,GO:0032420
PPIB,GO:0061077
PAN2,GO:0046872
PDIA1,GO:0015037
PGBM,GO:0005796
UNC22.2.7.m.2274,GO:0018107
UNC22.3.7.m.20773,GO:0018107
UNC22.5.7.m.43551,GO:0018107
UNC22.7.7.m.54053,GO:0018107
PLOD3,GO:0005802
PSMD2,GO:0016579
RCC1,GO:0005737
RL18A,GO:0014069
ROAA,GO:0090575
RS5,GO:0006412
S4A8,GO:0043005
SACS,GO:0070628
COR1B,GO:0030036
ZASP,GO:0030018
SPTCA.1.2.m.1905,GO:0007274
SPTCA.2.2.m.25615,GO:0007274
TBA3.2.9.m.9962,GO:0007017
TBA1,GO:0005813
TBA1A,GO:0007017
TBB4,GO:0007017
UNC22.19.19.m.66288,GO:0018107
TITIN.8.19.m.35861,GO:0005200
TLN1,GO:0005925
TPP2,GO:0008240
U5S1,GO:0008380
VIGLN,GO:0034384
XRN2,GO:0016235
ZFR,GO:0008270
ABCE1,GO:0043024
HTS,GO:0007527
KAD9.2.3.m.49697,GO:0006757
KAD9.3.3.m.63103,GO:0006757
ARP3,GO:0016344
AT2B3,GO:0034220
PDC6I,GO:0015031
CRB,GO:0007399
CALX,GO:0072583
CNDP2,GO:0103046
TITIN.m.27774,GO:0005576
CROCC,GO:0010457
DYH7.2.3.m.32353,GO:0045503
DYH5.1.2.m.56799,GO:0030286
DYH5.2.2.m.61452,GO:0030286
DYH6,GO:0060285
DYH7.2.2.m.46648,GO:0008569
DYH1,GO:0030317
DYH2.1.1.m.28905,GO:0051959
FAS,GO:0006633
FLNA.2.6.m.11845,GO:0008302
FLNA.2.5.m.37450,GO:0005886
FLNA.3.5.m.38669,GO:0005886
HMCN1,GO:0009617
H90A1,GO:0010038
SODC,GO:0005507
ANM1,GO:0008276
ITB1.1.1.m.59423,GO:0032587
KCY,GO:0009142
KS6A3,GO:0007049
GRN,GO:0043312
PDCD5,GO:0043065
DYH10,GO:0051959
SDCB1,GO:0005925
PRP19,GO:0005737
SPTCB,GO:0007409
SPTN5,GO:0007411
DMBT1,GO:0009897
FAT4.1.1.m.65727,GO:0007219
LAMA,GO:0030334
SYNE1.1.2.m.37063,GO:0005737
SYNE1.2.2.m.54514,GO:0005737
CMC,GO:0022857
ATPD,GO:0045261
DYH2.1.2.m.24785,GO:0051959
ITB1.1.1.m.21821,GO:0032587
ITIH4.1.1.m.39811,GO:0062023
MATN1,GO:0065003
FAT4.1.1.m.34344,GO:0007219
MYO15,GO:0042472
PPIB,GO:1904027
PDIA1,GO:0016222
PGBM,GO:0005886
UNC22.2.7.m.2274,GO:0019901
UNC22.3.7.m.20773,GO:0019901
UNC22.5.7.m.43551,GO:0019901
UNC22.7.7.m.54053,GO:0019901
PLOD3,GO:0006493
PSMD2,GO:0022624
RCC1,GO:0007052
RL18A,GO:0016020
ROAA,GO:0099523
RS5,GO:0006413
S4A8,GO:0051453
SACS,GO:0070852
COR1B,GO:0031252
ZASP,GO:0030239
SPTCA.1.2.m.1905,GO:0007294
SPTCA.2.2.m.25615,GO:0007294
TBA3.2.9.m.9962,GO:0017022
TBA1,GO:0005819
TBA1A,GO:0019904
UNC22.19.19.m.66288,GO:0019901
TITIN.8.19.m.35861,GO:0005509
TLN1,GO:0006936
TPP2,GO:0016604
U5S1,GO:0015030
VIGLN,GO:0045296
XRN2,GO:0046872
ABCE1,GO:0060698
HTS,GO:0008302
KAD9.2.3.m.49697,GO:0015949
KAD9.3.3.m.63103,GO:0015949
ARP3,GO:0030027
AT2B3,GO:0046872
PDC6I,GO:0016020
CRB,GO:0007424
CALX,GO:0098793
TITIN.m.27774,GO:0005829
CROCC,GO:0010669
DYH7.2.3.m.32353,GO:0045505
DYH5.1.2.m.56799,GO:0030317
DYH5.2.2.m.61452,GO:0030317
DYH7.2.2.m.46648,GO:0030286
DYH1,GO:0036126
FAS,GO:0008659
FLNA.2.6.m.11845,GO:0008340
FLNA.2.5.m.37450,GO:0005911
FLNA.3.5.m.38669,GO:0005911
HMCN1,GO:0030054
H90A1,GO:0014866
SODC,GO:0005576
ANM1,GO:0008284
ITB1.1.1.m.59423,GO:0033627
KS6A3,GO:0007165
GRN,GO:0070062
PDCD5,GO:0043280
SDCB1,GO:0007265
PRP19,GO:0005811
SPTCB,GO:0007411
SPTN5,GO:0008091
DMBT1,GO:0015031
FAT4.1.1.m.65727,GO:0008543
LAMA,GO:0030424
SYNE1.1.2.m.37063,GO:0005794
SYNE1.2.2.m.54514,GO:0005794
CMC,GO:0042060
ATPD,GO:0046034
ITB1.1.1.m.21821,GO:0033627
ITIH4.1.1.m.39811,GO:0070062
FAT4.1.1.m.34344,GO:0008543
MYO15,GO:0070062
PDIA1,GO:0018401
PGBM,GO:0005925
UNC22.2.7.m.2274,GO:0030017
UNC22.3.7.m.20773,GO:0030017
UNC22.5.7.m.43551,GO:0030017
UNC22.7.7.m.54053,GO:0030017
PLOD3,GO:0008104
PSMD2,GO:0030234
RCC1,GO:0007059
RL18A,GO:0022625
ROAA,GO:1990837
RS5,GO:0006450
SACS,GO:0090084
COR1B,GO:0031529
ZASP,GO:0031252
SPTCA.1.2.m.1905,GO:0007308
SPTCA.2.2.m.25615,GO:0007308
TBA3.2.9.m.9962,GO:0048471
TBA1,GO:0005874
TBA1A,GO:0031594
UNC22.19.19.m.66288,GO:0030017
TITIN.8.19.m.35861,GO:0005516
TLN1,GO:0007016
TPP2,GO:0042802
U5S1,GO:0016020
ABCE1,GO:0060702
HTS,GO:0014069
KAD9.2.3.m.49697,GO:0019206
KAD9.3.3.m.63103,GO:0019206
ARP3,GO:0033206
AT2B3,GO:0051480
PDC6I,GO:0019058
CRB,GO:0007435
TITIN.m.27774,GO:0005865
CROCC,GO:0015629
DYH7.2.3.m.32353,GO:0051959
DYH5.1.2.m.56799,GO:0036157
DYH5.2.2.m.61452,GO:0036157
DYH7.2.2.m.46648,GO:0036156
DYH1,GO:0036156
FAS,GO:0016295
FLNA.2.6.m.11845,GO:0015629
FLNA.2.5.m.37450,GO:0005925
FLNA.3.5.m.38669,GO:0005925
HMCN1,GO:0032154
H90A1,GO:0016887
SODC,GO:0005615
ANM1,GO:0008469
ITB1.1.1.m.59423,GO:0038023
KS6A3,GO:0007417
PDCD5,GO:0048487
SDCB1,GO:0007268
PRP19,GO:0005819
SPTCB,GO:0008017
SPTN5,GO:0016020
DMBT1,GO:0016032
FAT4.1.1.m.65727,GO:0016021
LAMA,GO:0033627
SYNE1.1.2.m.37063,GO:0005856
SYNE1.2.2.m.54514,GO:0005856
CMC,GO:0042802
ATPD,GO:0046933
ITB1.1.1.m.21821,GO:0038023
ITIH4.1.1.m.39811,GO:0072562
FAT4.1.1.m.34344,GO:0016021
PDIA1,GO:0019899
PGBM,GO:0006024
UNC22.2.7.m.2274,GO:0030018
UNC22.3.7.m.20773,GO:0030018
UNC22.5.7.m.43551,GO:0030018
UNC22.7.7.m.54053,GO:0030018
PLOD3,GO:0008475
PSMD2,GO:0034515
RCC1,GO:0007088
RL18A,GO:0042788
ROAA,GO:1990904
RS5,GO:0006614
COR1B,GO:0034316
ZASP,GO:0042805
SPTCA.1.2.m.1905,GO:0007417
SPTCA.2.2.m.25615,GO:0007417
TBA1,GO:0007017
TBA1A,GO:0036464
UNC22.19.19.m.66288,GO:0030018
TITIN.8.19.m.35861,GO:0005524
TLN1,GO:0007043
U5S1,GO:0016607
HTS,GO:0016328
KAD9.2.3.m.49697,GO:0031965
KAD9.3.3.m.63103,GO:0031965
ARP3,GO:0034314
AT2B3,GO:0098793
PDC6I,GO:0031871
CRB,GO:0007443
TITIN.m.27774,GO:0006936
CROCC,GO:0019894
DYH5.1.2.m.56799,GO:0036158
DYH5.2.2.m.61452,GO:0036158
DYH7.2.2.m.46648,GO:0036159
DYH1,GO:0036159
FAS,GO:0016296
FLNA.2.6.m.11845,GO:0030018
FLNA.2.5.m.37450,GO:0007195
FLNA.3.5.m.38669,GO:0007195
HMCN1,GO:0038023
H90A1,GO:0030018
SODC,GO:0005634
ANM1,GO:0016274
ITB1.1.1.m.59423,GO:0042470
KS6A3,GO:0016301
PDCD5,GO:0071560
SDCB1,GO:0007346
PRP19,GO:0006303
SPTCB,GO:0008091
SPTN5,GO:0019894
DMBT1,GO:0019898
FAT4.1.1.m.65727,GO:0021987
LAMA,GO:0034446
SYNE1.1.2.m.37063,GO:0006997
SYNE1.2.2.m.54514,GO:0006997
CMC,GO:0043490
ATPD,GO:1902600
ITB1.1.1.m.21821,GO:0042470
FAT4.1.1.m.34344,GO:0021987
PDIA1,GO:0034663
PGBM,GO:0006027
UNC22.2.7.m.2274,GO:0031430
UNC22.3.7.m.20773,GO:0031430
UNC22.5.7.m.43551,GO:0031430
UNC22.7.7.m.54053,GO:0031430
PLOD3,GO:0017185
PSMD2,GO:0034774
RCC1,GO:0008536
RL18A,GO:0097327
RS5,GO:0016020
COR1B,GO:0035767
ZASP,GO:0045177
SPTCA.1.2.m.1905,GO:0008017
SPTCA.2.2.m.25615,GO:0008017
TBA1,GO:0007094
TBA1A,GO:0043209
UNC22.19.19.m.66288,GO:0031430
TITIN.8.19.m.35861,GO:0005859
TLN1,GO:0007044
U5S1,GO:0030623
HTS,GO:0030507
KAD9.2.3.m.49697,GO:0050145
KAD9.3.3.m.63103,GO:0050145
ARP3,GO:0035861
AT2B3,GO:0098978
PDC6I,GO:0036258
CRB,GO:0008284
TITIN.m.27774,GO:0006941
CROCC,GO:0032053
DYH5.1.2.m.56799,GO:0045503
DYH5.2.2.m.61452,GO:0045503
DYH7.2.2.m.46648,GO:0045503
DYH1,GO:0045503
FAS,GO:0031177
FLNA.2.6.m.11845,GO:0030708
FLNA.2.5.m.37450,GO:0008134
FLNA.3.5.m.38669,GO:0008134
HMCN1,GO:0042803
H90A1,GO:0030235
SODC,GO:0005654
ANM1,GO:0016571
ITB1.1.1.m.59423,GO:0046872
KS6A3,GO:0018105
PDCD5,GO:0090200
SDCB1,GO:0008022
PRP19,GO:0008610
SPTCB,GO:0008092
SPTN5,GO:0030036
DMBT1,GO:0030670
FAT4.1.1.m.65727,GO:0022008
LAMA,GO:0035001
SYNE1.1.2.m.37063,GO:0007030
SYNE1.2.2.m.54514,GO:0007030
ITB1.1.1.m.21821,GO:0046872
FAT4.1.1.m.34344,GO:0022008
PDIA1,GO:0034976
PGBM,GO:0006629
UNC22.2.7.m.2274,GO:0031672
UNC22.3.7.m.20773,GO:0031672
UNC22.5.7.m.43551,GO:0031672
UNC22.7.7.m.54053,GO:0031672
PLOD3,GO:0021915
PSMD2,GO:0042176
RCC1,GO:0016032
RS5,GO:0019843
COR1B,GO:0036120
ZASP,GO:0045178
SPTCA.1.2.m.1905,GO:0008091
SPTCA.2.2.m.25615,GO:0008091
TBA1,GO:0019730
TBA1A,GO:0045121
UNC22.19.19.m.66288,GO:0031672
TITIN.8.19.m.35861,GO:0005865
TLN1,GO:0007229
U5S1,GO:0035690
HTS,GO:0030723
KAD9.2.3.m.49697,GO:0061508
KAD9.3.3.m.63103,GO:0061508
ARP3,GO:0045944
AT2B3,GO:0098982
PDC6I,GO:0039702
CRB,GO:0016021
TITIN.m.27774,GO:0007076
CROCC,GO:0033365
DYH5.1.2.m.56799,GO:0045505
DYH5.2.2.m.61452,GO:0045505
DYH7.2.2.m.46648,GO:0045505
DYH1,GO:0045505
FAS,GO:0032100
FLNA.2.6.m.11845,GO:0030725
FLNA.2.5.m.37450,GO:0015459
FLNA.3.5.m.38669,GO:0015459
HMCN1,GO:0050839
H90A1,GO:0030239
SODC,GO:0005737
ANM1,GO:0018216
ITB1.1.1.m.59423,GO:0046982
KS6A3,GO:0019901
PDCD5,GO:1903638
SDCB1,GO:0008284
PRP19,GO:0010498
SPTCB,GO:0016199
SPTN5,GO:0030507
DMBT1,GO:0030855
FAT4.1.1.m.65727,GO:0035329
LAMA,GO:0035011
SYNE1.1.2.m.37063,GO:0007283
SYNE1.2.2.m.54514,GO:0007283
ITB1.1.1.m.21821,GO:0046982
FAT4.1.1.m.34344,GO:0035329
PDIA1,GO:0042470
PGBM,GO:0006898
UNC22.2.7.m.2274,GO:0035095
UNC22.3.7.m.20773,GO:0035095
UNC22.5.7.m.43551,GO:0035095
UNC22.7.7.m.54053,GO:0035095
PLOD3,GO:0030199
PSMD2,GO:0043161
RCC1,GO:0031491
RS5,GO:0022627
COR1B,GO:0042060
ZASP,GO:0046872
SPTCA.1.2.m.1905,GO:0008092
SPTCA.2.2.m.25615,GO:0008092
TBA1,GO:0048471
TBA1A,GO:0046982
UNC22.19.19.m.66288,GO:0035095
TITIN.8.19.m.35861,GO:0006936
TLN1,GO:0009986
U5S1,GO:0042220
HTS,GO:0030724
KAD9.2.3.m.49697,GO:0061565
KAD9.3.3.m.63103,GO:0061565
ARP3,GO:0051015
AT2B3,GO:1903561
PDC6I,GO:0042470
CRB,GO:0016028
TITIN.m.27774,GO:0008307
CROCC,GO:0035253
DYH5.1.2.m.56799,GO:0051959
DYH5.2.2.m.61452,GO:0051959
DYH7.2.2.m.46648,GO:0051959
DYH1,GO:0051959
FAS,GO:0047117
FLNA.2.6.m.11845,GO:0035182
FLNA.2.5.m.37450,GO:0015629
FLNA.3.5.m.38669,GO:0015629
HMCN1,GO:0051301
H90A1,GO:0030240
SODC,GO:0005739
ANM1,GO:0019919
ITB1.1.1.m.59423,GO:0055037
KS6A3,GO:0030307
PDCD5,GO:1903645
SDCB1,GO:0008289
PRP19,GO:0016607
SPTCB,GO:0016327
SPTN5,GO:0031941
DMBT1,GO:0031012
FAT4.1.1.m.65727,GO:0043931
LAMA,GO:0036062
SYNE1.1.2.m.37063,GO:0016021
SYNE1.2.2.m.54514,GO:0016021
ITB1.1.1.m.21821,GO:0055037
FAT4.1.1.m.34344,GO:0043931
PDIA1,GO:0045454
PGBM,GO:0006954
UNC22.2.7.m.2274,GO:0040017
UNC22.3.7.m.20773,GO:0040017
UNC22.5.7.m.43551,GO:0040017
UNC22.7.7.m.54053,GO:0040017
PLOD3,GO:0031418
PSMD2,GO:0043312
RCC1,GO:0031492
RS5,GO:0070062
COR1B,GO:0042802
ZASP,GO:0051371
SPTCA.1.2.m.1905,GO:0008360
SPTCA.2.2.m.25615,GO:0008360
TBA1A,GO:0050807
UNC22.19.19.m.66288,GO:0040017
TITIN.8.19.m.35861,GO:0007507
TLN1,GO:0016032
U5S1,GO:0046540
HTS,GO:0035183
KAD9.2.3.m.49697,GO:0061566
KAD9.3.3.m.63103,GO:0061566
ARP3,GO:0051653
AT2B3,GO:1903779
PDC6I,GO:0042641
CRB,GO:0016324
TITIN.m.27774,GO:0010628
CROCC,GO:0045494
DYH5.1.2.m.56799,GO:0060271
DYH5.2.2.m.61452,GO:0060271
DYH7.2.2.m.46648,GO:0060285
DYH1,GO:0060294
FAS,GO:0047451
FLNA.2.6.m.11845,GO:0035183
FLNA.2.5.m.37450,GO:0016020
FLNA.3.5.m.38669,GO:0016020
HMCN1,GO:0062023
H90A1,GO:0030241
SODC,GO:0005758
ANM1,GO:0022008
ITB1.1.1.m.59423,GO:0071404
KS6A3,GO:0032496
SDCB1,GO:0010718
PRP19,GO:0034450
SPTCB,GO:0016328
SPTN5,GO:0032029
DMBT1,GO:0035375
FAT4.1.1.m.65727,GO:0045177
LAMA,GO:0045886
SYNE1.1.2.m.37063,GO:0019899
SYNE1.2.2.m.54514,GO:0019899
ITB1.1.1.m.21821,GO:0071404
FAT4.1.1.m.34344,GO:0045177
PDIA1,GO:0046598
PGBM,GO:0007420
UNC22.2.7.m.2274,GO:0045214
UNC22.3.7.m.20773,GO:0045214
UNC22.5.7.m.43551,GO:0045214
UNC22.7.7.m.54053,GO:0045214
PLOD3,GO:0032870
PSMD2,GO:0043687
RCC1,GO:0031965
RS5,GO:1990904
COR1B,GO:0044877
ZASP,GO:0061061
SPTCA.1.2.m.1905,GO:0016199
SPTCA.2.2.m.25615,GO:0016199
TBA1A,GO:0055037
UNC22.19.19.m.66288,GO:0045214
TITIN.8.19.m.35861,GO:0007512
TLN1,GO:0017166
U5S1,GO:0071007
HTS,GO:0044853
KAD9.2.3.m.49697,GO:0061567
KAD9.3.3.m.63103,GO:0061567
ARP3,GO:0060271
AT2B3,GO:1905056
PDC6I,GO:0042803
CRB,GO:0016327
TITIN.m.27774,GO:0010737
CROCC,GO:0045724
DYH5.1.2.m.56799,GO:0097729
DYH5.2.2.m.61452,GO:0097729
FAS,GO:0102131
FLNA.2.6.m.11845,GO:0035204
FLNA.2.5.m.37450,GO:0016479
FLNA.3.5.m.38669,GO:0016479
H90A1,GO:0031672
SODC,GO:0005764
ANM1,GO:0031056
ITB1.1.1.m.59423,GO:0071438
KS6A3,GO:0035556
SDCB1,GO:0010862
PRP19,GO:0034613
SPTCB,GO:0030424
SPTN5,GO:0032391
DMBT1,GO:0038187
FAT4.1.1.m.65727,GO:0048565
LAMA,GO:0045995
SYNE1.1.2.m.37063,GO:0030017
SYNE1.2.2.m.54514,GO:0030017
ITB1.1.1.m.21821,GO:0071438
FAT4.1.1.m.34344,GO:0048565
PDIA1,GO:0046982
PGBM,GO:0008022
UNC22.2.7.m.2274,GO:0045989
UNC22.3.7.m.20773,GO:0045989
UNC22.5.7.m.43551,GO:0045989
UNC22.7.7.m.54053,GO:0045989
PLOD3,GO:0032963
PSMD2,GO:0070062
RCC1,GO:0032991
COR1B,GO:0048471
SPTCA.1.2.m.1905,GO:0016323
SPTCA.2.2.m.25615,GO:0016323
UNC22.19.19.m.66288,GO:0045989
TITIN.8.19.m.35861,GO:0008307
TLN1,GO:0030274
U5S1,GO:0071013
HTS,GO:0045169
KAD9.2.3.m.49697,GO:0061568
KAD9.3.3.m.63103,GO:0061568
ARP3,GO:0071346
AT2B3,GO:1990034
PDC6I,GO:0045199
CRB,GO:0016332
TITIN.m.27774,GO:0019899
CROCC,GO:0051656
FAS,GO:0102132
FLNA.2.6.m.11845,GO:0035324
FLNA.2.5.m.37450,GO:0017048
FLNA.3.5.m.38669,GO:0017048
H90A1,GO:0032991
SODC,GO:0005777
ANM1,GO:0034969
ITB1.1.1.m.59423,GO:1903078
KS6A3,GO:0043027
SDCB1,GO:0019838
PRP19,GO:0035861
SPTCB,GO:0030506
SPTN5,GO:0034452
DMBT1,GO:0042589
FAT4.1.1.m.65727,GO:0060122
SYNE1.1.2.m.37063,GO:0031965
SYNE1.2.2.m.54514,GO:0031965
ITB1.1.1.m.21821,GO:1903078
FAT4.1.1.m.34344,GO:0060122
PDIA1,GO:0071456
PGBM,GO:0016525
UNC22.2.7.m.2274,GO:0046872
UNC22.3.7.m.20773,GO:0046872
UNC22.5.7.m.43551,GO:0046872
UNC22.7.7.m.54053,GO:0046872
PLOD3,GO:0033823
PSMD2,GO:1904813
RCC1,GO:0042393
COR1B,GO:0051015
SPTCA.1.2.m.1905,GO:0030707
SPTCA.2.2.m.25615,GO:0030707
