"","X2_3","X2_5","X2_7","X2_9","X2_11","X2_13","X2_15"
"CHOYP_LOC100378269.1.2|m.12226",0,0,0,0,0,0,0
"CHOYP_LOC100564140.2.2|m.10031",2,0,0,0,0,0,0
"CHOYP_LOC100644701.2.2|m.54959",0,0,0,0,0,0,0
"CHOYP_LOC100375954.4.6|m.32949",0,0.5,0,0,0,0,0
"CHOYP_LOC100890015.1.1|m.8302",0,0,0,0,1.5,0,0
"CHOYP_LOC585972.1.1|m.25356",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_260828.1.1|m.16250",0,0,0.5,0,0,0,0
"CHOYP_PTPRT.17.45|m.42361",0,0,0,0,0,0,0
"CHOYP_NEMVEDRAFT_V1G83869.3.3|m.30283",0,0,0,0,0,0,0
"CHOYP_TVAG_417100.1.2|m.19129",0,0,0,0,0,0,0
"CHOYP_PFB0115W.2.2|m.65461",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_125403.1.1|m.30476",0,0,0,0.5,0,0,0
"CHOYP_RREB1.1.1|m.11945",0,0,0,0,0,0,0
"CHOYP_contig_043909|m.50738",0,0,0,0.5,0.5,1,0
"CHOYP_SQPA.2.2|m.61080",0,0,0,0,0,0,0
"CHOYP_T3HPD.1.2|m.24627",0,0,0,0,0,0.5,0
"CHOYP_HSC70.1.1|m.335",0,0,0.5,0,0,0,0
"CHOYP_TVAG_110290.2.8|m.6221",0,0,0,1.5,0,0,0
"CHOYP_contig_013837|m.15768",0,0.5,0,0,0,0,0
"CHOYP_ZNF382.1.1|m.21527",0,0,0.5,0,0,0,0
"CHOYP_BRAFLDRAFT_279668.1.1|m.21404",0,0,0,0,0,0,1.5
"CHOYP_BRAFLDRAFT_118961.1.1|m.8363",0.5,0.5,0,0,0,0,0
"CHOYP_BRAFLDRAFT_129074.1.1|m.25032",0,0,0,0,0,0,0
"CHOYP_DGRI_GH19122.1.1|m.1378",0,0,0.5,0.5,0,0,0
"CHOYP_LOC100377677.1.2|m.23471",1.5,0.5,0,0,0,0,0
"CHOYP_NFRKB.1.1|m.18027",0.5,0,0,0,0,0,0
"CHOYP_contig_011268|m.13012",0,0,0,0.5,0,0,0
"CHOYP_BRAFLDRAFT_91636.8.11|m.58992",1,0,0,0,0,0,0
"CHOYP_LOC100368907.1.1|m.22004",0,0,0,0,0,0,0
"CHOYP_TRPM3.7.7|m.59826",0,0,0,0,0,0,0
"CHOYP_contig_036935|m.41573",0,0,0,0,0,0,0.5
"CHOYP_contig_047135|m.55497",0.5,0.5,0.5,0,0,0.5,0
"CHOYP_CELA1.2.3|m.27287",1,0,0,0,0,0,0
"CHOYP_PHUM_PHUM328150.1.1|m.8592",0,0,0,0,0,0,0
"CHOYP_contig_025411|m.28960",0,0,0,0,0,0,0
"CHOYP_FBX9.1.1|m.49865",0,0,0,0,0,0,0
"CHOYP_LOC100533321.1.1|m.38814",0,0,0,0.5,0.5,2,0
"CHOYP_RED1.1.2|m.60684",0,0,0,0,0,0,0
"CHOYP_VPS51.1.1|m.43266",0.5,0.5,0,0,0,0,0
"CHOYP_LOC100708199.3.6|m.23799",0.5,0,0.5,0,0,0.5,0
"CHOYP_ENPP3.1.1|m.13519",0,0,0,0.5,0,0,0.5
"CHOYP_PHUM_PHUM215460.1.1|m.33815",0,0,0,0.5,0,0.5,0
"CHOYP_SLC3A1.1.1|m.14892",0.5,0,0,0,0,0,0
"CHOYP_contig_023964|m.27264",0,0,0,0,0.5,0,0.5
"CHOYP_BRAFLDRAFT_132957.1.1|m.51287",0,0,0,0,0,0,0.5
"CHOYP_BRAFLDRAFT_79377.5.30|m.21330",0,0,0,0,0,0,0.5
"CHOYP_LOC100372922.1.1|m.12888",0.5,0.5,1,0,0,0,0
"CHOYP_contig_055404|m.66082",0,0.5,0,0,0,0,0
"CHOYP_LOC100377244.1.2|m.31458",0,0,0,0,0,0,0
"CHOYP_LOC580197.1.1|m.4591",0,0,0.5,0,0,0,1
"CHOYP_LOC100649205.1.1|m.39938",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_65711.1.1|m.18159",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_124064.3.6|m.38212",0,0,0,1,0,0,0
"CHOYP_BRAFLDRAFT_278918.1.5|m.13792",0,0,0,0,0,0.5,0.5
"CHOYP_PAGR1.1.1|m.18447",0,0,0,0,0,0,0
"CHOYP_ITIH3.1.3|m.21736",0,0,0,0,0,0,0
"CHOYP_SMAD3.1.1|m.51679",0.5,0,0,0,0,0,0
"CHOYP_LOC100372703.1.1|m.29633",0,0.5,0,0,0,0.5,0
"CHOYP_LOC586835.1.1|m.9969",0.5,0,0,0,0,0,0
"CHOYP_LOC662408.1.1|m.44393",0,0,0,0,0,0,0
"CHOYP_FGFR2.1.3|m.20151",0,0,0.5,0,0,0,0
"CHOYP_LOC100368072.1.1|m.52449",0,0,0,0.5,0,0.5,0.5
"CHOYP_LOC100900939.1.1|m.15284",0.5,0,0,0,0,0,0
"CHOYP_contig_024342|m.27673",0,0,0,0,0,0,0
"CHOYP_ASPM.1.4|m.6650",0,0,0,0,0,0,0
"CHOYP_ATRP.1.1|m.22451",0.5,1,0,0,0,0,0
"CHOYP_LOC496139.1.1|m.39321",0,0,0,1,0,0,0.5
"CHOYP_BRAFLDRAFT_74594.2.3|m.1285",0.5,0.5,0,0,0,0,0
"CHOYP_AP2S1.1.1|m.61530",0.5,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_277269.1.1|m.51636",0.5,0,0,0,0,0,0
"CHOYP_USH1C.1.1|m.30582",0,0,0,0,0,0,0.5
"CHOYP_contig_015439|m.17989",0,0,0,0,0,0,0
"CHOYP_contig_040334|m.45722",0,0.5,0.5,0,0,0.5,0.5
"CHOYP_TRIM56.2.2|m.59948",0,0,0,0,0,0,0
"CHOYP_contig_030340|m.34527",0.5,0.5,0,0,0,0,0.5
"CHOYP_CCNB.2.2|m.16936",1.5,0.5,0,0,0,0,0
"CHOYP_LOC579123.1.1|m.65215",0,0,0.5,0,0,0.5,0
"CHOYP_contig_007858|m.9121",0,0,0,0,0,0,0
"CHOYP_LOC100376759.2.2|m.59482",0,0,0,0,0,0,0
"CHOYP_UBP19.1.1|m.55642",0,0,0,0,0,0,0
"CHOYP_LOC100749506.1.1|m.8950",0,0,0.5,0,0.5,1,0
"CHOYP_LOC100176461.1.1|m.63236",0,0,0,0.5,0,0,0
"CHOYP_LOC100691601.2.2|m.40748",0,0,1,0,0,0.5,0
"CHOYP_IMG5_163910.1.1|m.46747",0,0,0,0,0,0,0
"CHOYP_LOC591898.1.2|m.28918",0,0,0,0,0,0,0
"CHOYP_LOC100533388.4.6|m.45039",0,0,0,0,0,0,0
"CHOYP_HEM6.1.1|m.17205",0,0,0,0,0,0,0
"CHOYP_ACSM3.1.1|m.23686",0,0,0,0,0,0,0
"CHOYP_CRE_16884.1.1|m.28203",0,0,0,0,0,0,0.5
"CHOYP_DUOX1.3.4|m.34160",0,0,1,0,0,0,0
"CHOYP_LOC100119236.1.1|m.22785",0,0,1.5,0,0,0,0
"CHOYP_LOC100227090.1.1|m.1313",0,0,0,0,0,0,0
"CHOYP_MED8B.1.1|m.7004",0,0,0,0,0,0,0
"CHOYP_NEMVEDRAFT_V1G52068.2.3|m.36345",0,0,0,0,0,0,0
"CHOYP_PCDH9.2.5|m.34196",0.5,1,0,0,0,0,0
"CHOYP_PTPRU.2.2|m.58388",0,0,0.5,0.5,0,0,0.5
"CHOYP_RS3A.8.15|m.27207",0.5,1,0,0,0,0,0
"CHOYP_SMP_076400.2.2|m.49169",1,0,0,0,0,0,0
"CHOYP_STIM1.1.1|m.13316",0,0,0,0,0,0,0.5
"CHOYP_TMEDA.1.2|m.42795",0,1,0,0,0,0,0
"CHOYP_TRIADDRAFT_32712.2.4|m.28430",0,0,0,0,0,0,0
"CHOYP_contig_014877|m.17157",0,0,0,0,0,0,1
"CHOYP_BRAFLDRAFT_124240.1.1|m.8573",0,0,0,0,0.5,0.5,0.5
"CHOYP_ATRIP.1.1|m.15992",0.5,0,0,0,0,0,0
"CHOYP_LOC100371721.1.1|m.23143",0,0,0,0.5,0,0,0
"CHOYP_LOC100373492.1.1|m.24527",0,0,0,0,0,0.5,0
"CHOYP_LOC100533437.1.2|m.4596",0,0.5,0,0,0,0,0
"CHOYP_contig_021278|m.24464",1,0,0.5,0,0,0,0
"CHOYP_contig_039100|m.44268",0,0,0,0,0,0,0
"CHOYP_LOC100375791.1.1|m.18116",0,0,0,0,0,0,1
"CHOYP_LOC100538996.1.1|m.14935",1,0,0,0,0,0,0
"CHOYP_RHDF1.3.3|m.54744",1,0,0,0,0,0,0
"CHOYP_ANM12.1.1|m.53881",0,0,0.5,0.5,0,0,0
"CHOYP_contig_014529|m.16671",0,0,0,1,0,0,0.5
"CHOYP_BIG3.1.1|m.51447",0,0,0.5,0,0,0,1
"CHOYP_Y003.1.1|m.31014",0,0,0.5,0,0,0,0
"CHOYP_CEP192.1.2|m.7869",0,0,0,0,0.5,1,0
"CHOYP_K1468.1.1|m.24917",0,0.5,0,0,0,0,0.5
"CHOYP_NEMVEDRAFT_V1G168923.1.1|m.29344",0,0,0,0,0,0,1
"CHOYP_CASP10.4.7|m.45631",0,0,0,0,0,0,0
"CHOYP_TOLL-1.1.1|m.37581",0,0,0,0,0,0,0
"CHOYP_LOC100376864.2.4|m.20389",0,0,0.5,0,0.5,0,0
"CHOYP_SPCS.1.1|m.65784",0.5,0,0,0,0,0,0
"CHOYP_contig_025422|m.28978",0.5,0.5,0.5,0,0,0,0
"CHOYP_CPIPJ_CPIJ008492.1.1|m.6934",0,0,0,0,0.5,0,0
"CHOYP_PHUM_PHUM075600.1.1|m.35072",0,0,0,0.5,0,0,0
"CHOYP_CRE-HIM-4.1.1|m.55343",0,0,0.5,0,0,0,0
"CHOYP_CHL1.2.2|m.65829",0,0.5,0.5,0,0,0,0
"CHOYP_HACE1.1.2|m.24806",0.5,0,0,0.5,0,0,0
"CHOYP_LOC100212698.1.1|m.5807",1.5,0,0,0,0,0,0
"CHOYP_SREC2.9.9|m.66799",0,0,0.5,0,0,0,0.5
"CHOYP_BRAFLDRAFT_81321.3.10|m.34305",0,0,0.5,0,0,0,0
"CHOYP_LOC100370244.1.4|m.24792",0,0,0,1,0,0.5,0.5
"CHOYP_DUOX1.2.4|m.33964",0,0,0,0,0,0.5,0.5
"CHOYP_EDEM1.1.1|m.12175",0,0,0,0.5,0,0,0.5
"CHOYP_FA63B.1.1|m.52872",0,0,0,0.5,0,0,0.5
"CHOYP_AMO.5.5|m.66428",0,0,0.5,0,0,0,0.5
"CHOYP_GR101.3.3|m.43507",0,0,0,0,0.5,0,0.5
"CHOYP_HIRA.1.1|m.19212",0.5,0,0,0,0,0,0
"CHOYP_ISCW_ISCW008316.1.3|m.11997",0,0,0,0,0,0,0
"CHOYP_ISCW_ISCW008596.1.2|m.8803",0,0,2,0.5,0,0,0
"CHOYP_KI11A.1.1|m.14576",0,0,0,0,0.5,0,0
"CHOYP_LOC100005182.1.1|m.53007",0,0,0,0,0,0,0
"CHOYP_LOC100024134.1.1|m.61877",0,0,0,0,0,0,0
"CHOYP_LOC100176799.1.1|m.3132",0,0,0,0,0,0,0
"CHOYP_LOC100367232.4.5|m.45036",0,0,0,0,0,0,0
"CHOYP_LOC100371503.1.1|m.62767",0.5,0,0,0,0,0,0.5
"CHOYP_LOC100372197.3.3|m.56377",0,0,0,0,0,0,0
"CHOYP_LOC100374272.6.6|m.62213",0,0.5,0.5,0,0,0,0
"CHOYP_BARBAKC583_0145.1.1|m.10555",0,1,0.5,0,0,0,0
"CHOYP_LOC100378322.1.1|m.16268",0,0,0,0,0,0,0
"CHOYP_LOC100634021.1.1|m.53536",0,0,0,0,0,0.5,0
"CHOYP_LOC100693702.1.1|m.8794",0,0,1,1,0,0,0.5
"CHOYP_LOC100721584.1.1|m.52602",0,0,0,0,0,0,0
"CHOYP_LOC100726220.1.1|m.8701",0,0,0,0,0,0,0
"CHOYP_LOC100864134.1.1|m.41690",1.5,0,0,0,0,0,0.5
"CHOYP_LOC101163682.1.1|m.10220",0,0,0,0,0,0,0
"CHOYP_LOC571721.1.3|m.36443",0,0.5,0.5,0,0,0,0
"CHOYP_LOC584015.1.1|m.10227",0,0,0,0,0,0,0
"CHOYP_LOC584318.1.1|m.35309",0,0,0,0,0.5,0,0
"CHOYP_LOC592411.1.1|m.19664",0,0,0,0,0,0,0
"CHOYP_MEGF6.3.59|m.2378",0,0,0,0.5,0,0,0.5
"CHOYP_MYS.2.7|m.2064",0,0,0.5,0,0.5,0,0
"CHOYP_NEMVEDRAFT_V1G201552.1.6|m.2876",0,0,0.5,0.5,0,0,0.5
"CHOYP_NEMVEDRAFT_V1G236653.1.1|m.59422",0,0,0,0,0,0.5,0
"CHOYP_NEMVEDRAFT_V1G238590.1.1|m.49168",0,0,0,0,0,0,0
"CHOYP_NEMVEDRAFT_V1G80221.1.1|m.12716",0.5,0.5,0,0,0.5,0,0
"CHOYP_NOTC3.1.1|m.20877",0.5,0,0,0,0,0.5,0
"CHOYP_PHUM_PHUM174810.1.1|m.31029",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_120588.1.1|m.22993",0,0,0,0,0,0,0
"CHOYP_PTPRC.5.14|m.34957",0.5,0,0,0,0,0,0.5
"CHOYP_PTPRZ.1.9|m.12735",0.5,0,0,0,0.5,0,0
"CHOYP_SPCA.1.1|m.6746",0.5,0,1,0,0,0,0.5
"CHOYP_SPR.2.3|m.21888",0.5,0,0.5,0,0,0,0
"CHOYP_SRC2.1.1|m.6537",0,0,0.5,0,0,0,0
"CHOYP_STX12.1.1|m.34092",0,0,0,0,0,0,0.5
"CHOYP_AAEL_AAEL015271.1.1|m.56223",0,0,0,0,0,0,0
"CHOYP_TPR.1.2|m.29645",0,0.5,0,0,0,0,0.5
"CHOYP_TTC14.1.1|m.54084",0.5,0,0,0,0,0,0
"CHOYP_UHRF1.1.1|m.10935",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_125104.1.1|m.31139",1.5,0,0,0,0,0,0
"CHOYP_contig_006775|m.7711",0,0.5,0.5,0,0,0,0
"CHOYP_contig_010861|m.12544",0,0,0,0,0,0,0
"CHOYP_contig_024846|m.28258",0,0.5,0,0,0,0,0
"CHOYP_contig_028227|m.32131",0,0,0,0,0.5,0,0
"CHOYP_contig_036103|m.40829",0,0,0,0,0,0,0
"CHOYP_contig_044640|m.51719",0,0,0,0,0.5,0,0
"CHOYP_DSRAD.1.4|m.4228",0,0,0,0,0,0,0
"CHOYP_AGAP_AGAP000232.1.1|m.1999",0,0,0,0,0,0,0
"CHOYP_AGRIN.4.5|m.27580",0,0,0.5,0,0,0,0
"CHOYP_BRAFLDRAFT_118535.6.8|m.55199",0,0.5,0,0,0.5,0,0.5
"CHOYP_BRAFLDRAFT_118535.8.8|m.61819",0,0,0,0,0,0,0
"CHOYP_LOC100374741.27.83|m.24541",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_165799.1.1|m.33332",0,0.5,0.5,0,0,0,0.5
"CHOYP_LOC100640260.1.2|m.21931",0.5,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_85994.7.10|m.36866",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_98740.5.7|m.58200",0,0,0,0,0,0,0
"CHOYP_YL58.1.1|m.35411",0,0,0,0.5,0,0,0
"CHOYP_ABCA1.3.3|m.56453",0,0,0.5,0.5,0,0.5,0
"CHOYP_CO4A1.1.2|m.36472",0,0,0,0,0,0,0
"CHOYP_DTX3.3.3|m.64703",0,0,0,0,0,0,0
"CHOYP_ABCA3.5.6|m.54787",1,0,0,0,0.5,0,0
"CHOYP_EF-1A.6.9|m.43621",0,0.5,0,0.5,0,0,0
"CHOYP_PHUM_PHUM370970.1.2|m.40102",0,0,0,0,0,0,0
"CHOYP_ISCW_ISCW015061.1.1|m.51",0,0,0,0,0,0,0
"CHOYP_KARG.4.11|m.5401",0,0,0.5,0,0,0,0
"CHOYP_SHD.1.1|m.20907",0.5,0,0,0,0,0,0
"CHOYP_LOC100367954.2.2|m.66596",0,0,0,0,0,0,0
"CHOYP_LOC100373906.1.2|m.21267",0,0,0,0,0,0,0
"CHOYP_LOC100375897.1.2|m.14439",0.5,0,0,0,0,0.5,0
"CHOYP_LOC100697793.5.6|m.62286",0,0,0,0,0,0,0
"CHOYP_LOC100700626.2.2|m.17262",0,0,0.5,0,0,0,1
"CHOYP_LOC100867487.2.2|m.65146",0,0,0,0.5,0.5,0,0
"CHOYP_LOC100877549.1.1|m.8321",0,1,0,0,0.5,0,0
"CHOYP_PTP10.3.3|m.46720",0,0.5,1,0.5,0,0,0
"CHOYP_LOC100927475.1.1|m.28390",0,0.5,0,0,0,0,0
"CHOYP_LOC590125.6.7|m.53735",0.5,0,0,0,0,0,0
"CHOYP_TRIADDRAFT_21078.2.2|m.64279",0,0,0,0,0.5,0.5,1
"CHOYP_contig_048369|m.57273",0,0,0,0,0,0.5,0
"CHOYP_MDR1B.1.2|m.12480",0,0,0,0,0,0,0
"CHOYP_MEG10.70.91|m.54892",0,0,0,0.5,0,0,0
"CHOYP_BRAFLDRAFT_117629.2.2|m.31330",0.5,0,0,0,0,0,0
"CHOYP_NEMVEDRAFT_V1G215851.2.2|m.18129",0,0,0,0,0,0,0
"CHOYP_LOC100377089.1.2|m.5892",0,0.5,0,0,0,0,0
"CHOYP_FAF1.1.1|m.35623",0,0,0,0,0,0,0
"CHOYP_PTPRK.4.20|m.2624",0,0,0,0.5,0,0,0
"CHOYP_RUNX1.1.1|m.49526",0,0,0,1,0,0,0.5
"CHOYP_SI_DKEYP-75B4.10.2.2|m.54469",0,0,0,0.5,0,0,0
"CHOYP_SON.1.3|m.26634",0,1,0,0,0,0,0
"CHOYP_CTR1.2.4|m.39987",0,0,0,0,0,0,0.5
"CHOYP_LOC100366486.1.1|m.15010",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_92410.1.1|m.36946",0,0,0,0,0,0,0.5
"CHOYP_contig_003275|m.3667",0,0,0,0,0,0,0
"CHOYP_contig_004652|m.5338",0,0,0,0,0,0,0
"CHOYP_contig_041193|m.46961",0,0.5,0,0,0,0,0
"CHOYP_contig_040975|m.46616",0,0,1,0,0,0,0
"CHOYP_contig_049413|m.58667",0,0,0,0.5,0,0,0.5
"CHOYP_UNC-89.1.2|m.1625",0,0,0.5,1,0,0,0
"CHOYP_contig_045662|m.53210",0,0,0.5,0,0,0,0
"CHOYP_ANXA4.1.2|m.19913",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_234513.1.1|m.9581",0,0,0,0.5,0,0,0
"CHOYP_BRAFLDRAFT_72611.1.1|m.61108",0.5,0,0.5,0,0,0.5,0
"CHOYP_ERR3.1.1|m.25316",1,0,0,0,0,0,0
"CHOYP_GNAS.3.3|m.55756",0,0,0,0.5,0,0,0
"CHOYP_LOC100373454.1.1|m.59681",0,0,0,0,0,0,0
"CHOYP_LOC100376045.1.1|m.30010",0,0,0,0,0,0,0
"CHOYP_LOC100556034.2.2|m.15378",0,0,0,0,0,0,0
"CHOYP_LOC100729623.1.2|m.6310",0,0.5,0,0,0,0,0.5
"CHOYP_LOC100879690.1.1|m.18064",0,0,0.5,0.5,0,0,0
"CHOYP_LOC101175542.1.1|m.39653",0,0.5,0,0.5,0,0,0
"CHOYP_PDE3A.1.3|m.22256",0,0,0.5,0.5,0.5,0,0
"CHOYP_PHUM_PHUM174820.1.1|m.57391",0,0,0.5,0,0,0,0
"CHOYP_SMP_102490.1.2|m.22219",0,0,0,0,0,0,0
"CHOYP_ZN609.1.1|m.44387",1,0,0.5,0,0,0,0
"CHOYP_contig_028143|m.32002",0,0,0.5,0.5,0,0,0
"CHOYP_contig_036657|m.41264",0,0,0,0,0,0,0
"CHOYP_LOC101162528.1.1|m.17841",0,0,0,0,0,0,0
"CHOYP_contig_025391|m.28934",1,0,0,0,0,0,0
"CHOYP_ANM3.1.1|m.376",0,0.5,0,0,0,0.5,0.5
"CHOYP_DHR11.2.2|m.36445",0,0,0,0,0,0,0
"CHOYP_LOC101061667.1.1|m.8351",0,0,0,0.5,0,0,0
"CHOYP_RNF17.1.1|m.17312",0.5,0,0,0,0,0,0
"CHOYP_HS12B.10.14|m.59859",0,0.5,0,0,0,0,0
"CHOYP_DPER_GL24378.1.1|m.64285",0,0,0,0,0,0,0
"CHOYP_LOC100313661.1.1|m.17706",0,0,0,0,0,0.5,0
"CHOYP_PPAN-B.1.1|m.2112",0,0,0,0,0,0.5,0
"CHOYP_VMP1.1.1|m.34831",0,0,1.5,0.5,0,0,0
"CHOYP_LOC584481.10.10|m.66365",0,0,0,0,0,0,0
"CHOYP_ISCW_ISCW000642.1.1|m.4065",0.5,0,0,0,0,0,0
"CHOYP_NEMVEDRAFT_V1G244727.1.1|m.35118",0,0,0.5,0,0,0,0
"CHOYP_NEMVEDRAFT_V1G245101.1.1|m.56451",0,0,0,0,0,0,0
"CHOYP_TVAG_355490.12.22|m.45126",0,0,0,0.5,0,1,0.5
"CHOYP_contig_031244|m.35665",0.5,0,0,0,0,0,0
"CHOYP_SRPX2.1.1|m.37317",0.5,0,0,0,0,0,0
"CHOYP_BACH1.8.17|m.18006",0,0,0,0.5,0,0,0
"CHOYP_BRAFLDRAFT_117284.5.7|m.53216",0,1,0,0,0,0,0
"CHOYP_RALA.1.4|m.8443",0,0,0,0,0,0,0
"CHOYP_T23O.5.6|m.52216",0,0,0,0,0,0,0
"CHOYP_contig_044824|m.51993",0,0.5,0,0,0,0,0.5
"CHOYP_S12A2.1.2|m.32137",0,0,0,0,0,0,0.5
"CHOYP_UBE2H.1.1|m.49863",0,0,0,0,0,0,0
"CHOYP_LOC101167938.1.1|m.27316",0,0,0,0,0,0,0
"CHOYP_NIPA.1.1|m.13987",0,0,0,0,0,0,0
"CHOYP_ISCA1.1.2|m.17578",0,0.5,0.5,0.5,0,0,0
"CHOYP_RS3.4.7|m.42801",0,0,1,0,0,0,0
"CHOYP_SORL.1.3|m.4531",0,0,0,0,0,0,0
"CHOYP_FYNA.1.1|m.63901",0,0,0.5,0,0,1,0
"CHOYP_M1I1L.1.1|m.4329",0,0,0,0,0,0,0.5
"CHOYP_TCFAP2B.2.2|m.11727",0,0,0.5,0.5,0,0,0
"CHOYP_URIC.1.2|m.35940",0,0,0,0,0.5,0,0
"CHOYP_KDM1B.1.1|m.15843",0.5,0,0,0,0,0,0
"CHOYP_NEMVEDRAFT_V1G208725.1.1|m.36498",0,0,0,0,0,0,0
"CHOYP_ZGC_171566.1.1|m.22181",0.5,0,0,0,0,0,0
"CHOYP_C2CD5.1.1|m.9675",0.5,0,0,0,0,0,0
"CHOYP_CBPQ.1.1|m.58629",0,0,0,0,0,0,0
"CHOYP_LOC100679608.1.3|m.1597",0.5,0,0,0,0,0,0
"CHOYP_LOC100879339.1.1|m.20204",1,0.5,0,0,0,0,0
"CHOYP_LOC576665.1.2|m.10868",0,0,0,0,0,0,0
"CHOYP_LOC100907408.1.1|m.24444",0,0,0.5,0.5,0,0,0
"CHOYP_LOC100372392.4.8|m.31087",0.5,0.5,0,0,0,0,0
"CHOYP_LOC101077059.1.1|m.57292",0.5,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_115265.1.1|m.5158",0,0.5,0,0,0,0,0
"CHOYP_UB2D2.1.1|m.56387",0,0.5,0,0,0,0,0
"CHOYP_K1239.3.3|m.45453",0.5,0.5,0,0,0,0,0
"CHOYP_BRAFLDRAFT_81364.2.3|m.30348",0,0,0,0,0,0.5,0
"CHOYP_SCAPER.1.1|m.34551",0,0.5,0,0,0,0,0
"CHOYP_LOC100371654.1.1|m.14188",0.5,0.5,0,0,0.5,0,0
"CHOYP_LOC562156.1.2|m.16403",0.5,0,0,0,0,0,0
"CHOYP_LOC657327.1.1|m.54811",0.5,0,0,0.5,0,0,0
"CHOYP_ARRD3.2.2|m.64983",0,0,0,0,0,0,0
"CHOYP_LOC764949.1.1|m.44351",0,0,0,0,0,0,0
"CHOYP_MERL.1.1|m.1067",0,0,0.5,0,0,0,0
"CHOYP_LOC100367436.1.1|m.20579",1,0.5,0,0,0,0,0
"CHOYP_contig_029710|m.33698",0,0.5,0,0,0,0,0
"CHOYP_BRAFLDRAFT_117365.1.2|m.12413",0.5,0,0,0,0,0,0
"CHOYP_contig_041876|m.48001",0,0,0,0,0,0,0
"CHOYP_ACTP1.1.1|m.30455",0,1,0,0,0,0,0
"CHOYP_LOC100372020.1.1|m.59998",0.5,0.5,0,0.5,0,0,0.5
"CHOYP_LOC100378607.1.2|m.17330",0.5,0,0,0,0.5,0,0.5
"CHOYP_BRAFLDRAFT_89952.1.1|m.59629",0.5,0.5,0,0,0,0,0.5
"CHOYP_BRAFLDRAFT_131608.1.1|m.44249",0,0,0,0,0,0,0
"CHOYP_KNOP1.1.1|m.11909",0,0,0,0.5,0,0,0
"CHOYP_LOC575478.1.1|m.6923",0.5,0,0,0.5,0,0,0.5
"CHOYP_BRAFLDRAFT_118108.1.1|m.58962",0,0,0,0,0,0,0
"CHOYP_BRAFLDRAFT_67911.1.1|m.4174",0.5,1,0,0,0,0,0
"CHOYP_BRAFLDRAFT_72273.1.2|m.34499",0.5,0.5,0,0,0,0,0
"CHOYP_CHSS2.1.1|m.19314",0,0,0,0,0,0,0
"CHOYP_CPIPJ_CPIJ008190.1.1|m.21761",0,0,0,0,0,0,0
"CHOYP_EDI_002780.1.1|m.31041",0.5,0,0,0,0,0,0
"CHOYP_GPR98.4.5|m.21296",0,0,1,0,0,0,0
"CHOYP_LOC100117425.1.1|m.1256",0.5,0,1,0,0,0,0
"CHOYP_LOC100207216.2.2|m.28185",0,0,0,0,0,0,0
"CHOYP_LOC100366770.1.1|m.55784",0,0,0,0,0,0,0
"CHOYP_LOC100373427.1.1|m.49648",0,0,0.5,0,0,0.5,0
"CHOYP_LOC100376200.1.1|m.19157",0,0,0,0,0,0,0
"CHOYP_LOC100563402.1.1|m.5257",0,0.5,0,0,0,0,0
"CHOYP_LOC100632618.1.3|m.23426",0,0,0,0,0.5,0.5,0
"CHOYP_LOC100668913.1.1|m.6819",0,0.5,0,0,0,0,0
"CHOYP_MA2A1.1.1|m.19620",0,0,0,0,0,0,0
"CHOYP_NKX23.1.1|m.25439",0,0,0,0,0,0,1
"CHOYP_PLC.3.5|m.7658",0,1,0,0,0,0,0
"CHOYP_RL17.2.7|m.34420",0,0.5,0.5,0,0,0,0
"CHOYP_SMP_158990.1.1|m.28205",0,0,0,0,0,0,0
"CHOYP_TBL2.1.1|m.29917",0,0,0,0,0,0,0.5
"CHOYP_contig_006293|m.7131",0,0,0,0,0,0,0
"CHOYP_contig_023675|m.26925",0,0,0,0,0,0,0
"CHOYP_contig_033346|m.38026",0.5,0,0.5,0,0,0,0
"CHOYP_contig_036283|m.40992",0,0,0,0.5,0,0,0
"CHOYP_contig_052729|m.63227",0,0,0,0,0,0,0
"CHOYP_contig_053989|m.64582",0,0,0,0,0,0,0
"CHOYP_CED1.22.29|m.48193",0.5,0,0.5,0,0,0,0
"CHOYP_CPIPJ_CPIJ004440.1.1|m.62518",0,0,1,0,0,0,0
"CHOYP_contig_023932|m.27233",0,0.5,0,0,0,0,0
"CHOYP_contig_024218|m.27505",0,0,0,0,0,0,0
"CHOYP_contig_039208|m.44410",0,0,0,0,0,0,0
"CHOYP_LOC100049762.1.1|m.1777",0,0,1,0.5,0,0,0
"CHOYP_MCA3.1.1|m.5766",0,0,0,0.5,0,0.5,0
"CHOYP_RHG07.1.1|m.14019",0,0.5,0,0,0,0,0
"CHOYP_contig_026852|m.30581",0.5,0.5,0.5,0,0,0,0
